CustomerName,CustomerRegion,CustomerCountry,EmployeeName,EmployeeCity,EmployeeCountry,TerritoryDescription,RegionDescription,ManagerName,OrderDate,ShipperName,CategoryName,ProductName,SupplierName,SupplierRegion,SupplierCountry,UnitPrice,Quantity,Discount
Hungry Owl All-Night Grocers,Co. Cork,Ireland,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2019-10-01,United Package,Dairy Products,Mascarpone Fabioli,Formaggi Fortini s.r.l.,,Italy,25.60,6,0.20
Hungry Owl All-Night Grocers,Co. Cork,Ireland,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2019-10-01,United Package,Produce,Manjimup Dried Apples,"G'day, Mate",NSW,Australia,42.40,48,0.20
Hungry Owl All-Night Grocers,Co. Cork,Ireland,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-09-01,Federal Shipping,Beverages,Chartreuse verte,Aux joyeux ecclésiastiques,,France,18.00,3,0.20
Hungry Owl All-Night Grocers,Co. Cork,Ireland,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-09-01,Federal Shipping,Seafood,Escargots de Bourgogne,Escargots Nouveaux,,France,13.25,49,0.20
Island Trading,Isle of Wight,UK,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-12-01,Speedy Express,Confections,Tarte au sucre,Forêts d'érables,Québec,Canada,49.30,2,0.00
Island Trading,Isle of Wight,UK,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-12-01,Speedy Express,Dairy Products,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,,Italy,34.80,10,0.00
Island Trading,Isle of Wight,UK,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2019-10-01,United Package,Beverages,Steeleye Stout,Bigfoot Breweries,OR,USA,14.40,10,0.00
Island Trading,Isle of Wight,UK,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-10-01,United Package,Beverages,Lakkalikööri,Karkki Oy,,Finland,14.40,6,0.00
Island Trading,Isle of Wight,UK,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-10-01,United Package,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,7.70,20,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-09-01,United Package,Beverages,Outback Lager,"Pavlova, Ltd.",Victoria,Australia,12.00,30,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-09-01,United Package,Beverages,Sasquatch Ale,Bigfoot Breweries,OR,USA,11.20,14,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-08-01,United Package,Beverages,Outback Lager,"Pavlova, Ltd.",Victoria,Australia,15.00,20,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-08-01,United Package,Confections,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",,UK,9.20,5,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-08-01,United Package,Dairy Products,Flotemysost,Norske Meierier,,Norway,21.50,15,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-08-01,United Package,Grains/Cereals,Tunnbröd,PB Knäckebröd AB,,Sweden,9.00,10,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-09-01,United Package,Grains/Cereals,Tunnbröd,PB Knäckebröd AB,,Sweden,9.00,5,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-11-01,United Package,Beverages,Lakkalikööri,Karkki Oy,,Finland,18.00,10,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-11-01,United Package,Dairy Products,Raclette Courdavault,Gai pâturage,,France,55.00,6,0.00
Island Trading,Isle of Wight,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-11-01,United Package,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,38.00,15,0.00
Island Trading,Isle of Wight,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-03-01,Federal Shipping,Dairy Products,Flotemysost,Norske Meierier,,Norway,17.20,12,0.00
Island Trading,Isle of Wight,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-03-01,Federal Shipping,Dairy Products,Geitost,Norske Meierier,,Norway,2.00,12,0.00
Königlich Essen,,Germany,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-02-01,Speedy Express,Dairy Products,Raclette Courdavault,Gai pâturage,,France,44.00,36,0.00
Königlich Essen,,Germany,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-04-01,United Package,Beverages,Outback Lager,"Pavlova, Ltd.",Victoria,Australia,15.00,14,0.10
Königlich Essen,,Germany,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-04-01,United Package,Confections,NuNuCa Nuß-Nougat-Creme,Heli Süßwaren GmbH & Co. KG,,Germany,14.00,18,0.10
Königlich Essen,,Germany,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-12-01,Federal Shipping,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,4.50,20,0.15
Königlich Essen,,Germany,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-12-01,Federal Shipping,Dairy Products,Raclette Courdavault,Gai pâturage,,France,55.00,25,0.00
Königlich Essen,,Germany,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-12-01,Federal Shipping,Seafood,Konbu,Mayumi's,,Japan,6.00,20,0.15
Königlich Essen,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-03-01,Federal Shipping,Beverages,Ipoh Coffee,Leka Trading,,Singapore,36.80,15,0.00
Königlich Essen,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-03-01,Federal Shipping,Seafood,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,,Germany,20.70,8,0.00
Königlich Essen,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-02-01,United Package,Confections,Maxilaku,Karkki Oy,,Finland,16.00,21,0.15
Königlich Essen,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-02-01,United Package,Confections,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",,UK,8.00,40,0.15
Königlich Essen,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,Speedy Express,Beverages,Chartreuse verte,Aux joyeux ecclésiastiques,,France,14.40,4,0.00
Königlich Essen,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,Speedy Express,Condiments,Genen Shouyu,Mayumi's,,Japan,12.40,5,0.00
Königlich Essen,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,Speedy Express,Confections,NuNuCa Nuß-Nougat-Creme,Heli Süßwaren GmbH & Co. KG,,Germany,11.20,4,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-10-01,Federal Shipping,Condiments,Grandma's Boysenberry Spread,Grandma Kelly's Homestead,MI,USA,20.00,6,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-10-01,Federal Shipping,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,10.00,4,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-10-01,Federal Shipping,Dairy Products,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,,Italy,27.80,40,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-10-01,Federal Shipping,Produce,Tofu,Mayumi's,,Japan,18.60,9,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-10-01,Federal Shipping,Seafood,Konbu,Mayumi's,,Japan,4.80,12,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-05-01,Federal Shipping,Dairy Products,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,21.00,15,0.05
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-05-01,Federal Shipping,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,7.45,24,0.05
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-08-01,United Package,Beverages,Lakkalikööri,Karkki Oy,,Finland,18.00,35,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-08-01,United Package,Meat/Poultry,Pâté chinois,Ma Maison,Québec,Canada,24.00,12,0.05
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Confections,Pavlova,"Pavlova, Ltd.",Victoria,Australia,17.45,20,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Confections,Tarte au sucre,Forêts d'érables,Québec,Canada,49.30,20,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Dairy Products,Queso Manchego La Pastora,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,38.00,36,0.00
Königlich Essen,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Seafood,Inlagd Sill,Svensk Sjöföda AB,,Sweden,19.00,40,0.00
La maison d'Asie,,France,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-12-01,Speedy Express,Beverages,Chang,Exotic Liquids,,UK,19.00,15,0.05
La maison d'Asie,,France,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-12-01,Speedy Express,Meat/Poultry,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,,Germany,123.79,20,0.05
La maison d'Asie,,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-01-01,United Package,Beverages,Chai,Exotic Liquids,,UK,14.40,24,0.00
La maison d'Asie,,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-01-01,United Package,Beverages,Lakkalikööri,Karkki Oy,,Finland,14.40,14,0.00
La maison d'Asie,,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-01-01,United Package,Confections,Tarte au sucre,Forêts d'érables,Québec,Canada,39.40,40,0.00
La maison d'Asie,,France,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-07-01,Speedy Express,Seafood,Inlagd Sill,Svensk Sjöföda AB,,Sweden,19.00,21,0.25
La maison d'Asie,,France,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-08-01,Speedy Express,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,7.75,8,0.10
La maison d'Asie,,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-02-01,Federal Shipping,Confections,Pavlova,"Pavlova, Ltd.",Victoria,Australia,13.90,20,0.20
La maison d'Asie,,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-02-01,Federal Shipping,Dairy Products,Geitost,Norske Meierier,,Norway,2.00,20,0.20
La maison d'Asie,,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-02-01,Federal Shipping,Seafood,Spegesild,Lyngbysild,,Denmark,9.60,10,0.20
La maison d'Asie,,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Federal Shipping,Condiments,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,LA,USA,16.80,15,0.10
La maison d'Asie,,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Federal Shipping,Condiments,Louisiana Hot Spiced Okra,New Orleans Cajun Delights,LA,USA,13.60,10,0.10
La maison d'Asie,,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Federal Shipping,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,28.80,10,0.10
La maison d'Asie,,France,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-11-01,United Package,Confections,Valkoinen suklaa,Karkki Oy,,Finland,13.00,15,0.10
La maison d'Asie,,France,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-11-01,United Package,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,28.80,18,0.10
La maison d'Asie,,France,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-01-01,United Package,Beverages,Lakkalikööri,Karkki Oy,,Finland,14.40,20,0.25
La maison d'Asie,,France,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-01-01,United Package,Meat/Poultry,Pâté chinois,Ma Maison,Québec,Canada,19.20,10,0.25
La maison d'Asie,,France,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-04-01,Speedy Express,Condiments,Genen Shouyu,Mayumi's,,Japan,15.50,12,0.05
La maison d'Asie,,France,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-04-01,Speedy Express,Produce,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,,Germany,45.60,8,0.05
La maison d'Asie,,France,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-12-01,Speedy Express,Seafood,Inlagd Sill,Svensk Sjöföda AB,,Sweden,15.20,6,0.20
La maison d'Asie,,France,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2019-11-01,Speedy Express,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,3.60,10,0.05
La maison d'Asie,,France,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2019-11-01,Speedy Express,Beverages,Sasquatch Ale,Bigfoot Breweries,OR,USA,11.20,10,0.05
La maison d'Asie,,France,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2019-11-01,Speedy Express,Seafood,Inlagd Sill,Svensk Sjöföda AB,,Sweden,15.20,20,0.05
Laughing Bacchus Wine Cellars,BC,Canada,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-08-01,Federal Shipping,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,4.50,5,0.00
Laughing Bacchus Wine Cellars,BC,Canada,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-08-01,Federal Shipping,Grains/Cereals,Filo Mix,"G'day, Mate",NSW,Australia,7.00,5,0.00
Laughing Bacchus Wine Cellars,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,Federal Shipping,Condiments,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,,Germany,10.40,5,0.00
Laughing Bacchus Wine Cellars,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,Federal Shipping,Grains/Cereals,Tunnbröd,PB Knäckebröd AB,,Sweden,7.20,10,0.00
Laughing Bacchus Wine Cellars,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,Federal Shipping,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,7.70,20,0.00
Lazy K Kountry Store,WA,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-05-01,United Package,Dairy Products,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,21.00,10,0.00
Lazy K Kountry Store,WA,USA,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-03-01,Federal Shipping,Seafood,Boston Crab Meat,New England Seafood Cannery,MA,USA,14.70,10,0.00
Lehmanns Marktstand,,Germany,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-06-01,United Package,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,7.75,20,0.00
Lehmanns Marktstand,,Germany,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-06-01,United Package,Grains/Cereals,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,,Germany,33.25,30,0.00
Lehmanns Marktstand,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-05-01,United Package,Dairy Products,Camembert Pierrot,Gai pâturage,,France,34.00,35,0.25
Lehmanns Marktstand,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-05-01,United Package,Dairy Products,Geitost,Norske Meierier,,Norway,2.50,30,0.00
Lehmanns Marktstand,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-05-01,United Package,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,12.50,20,0.00
Lehmanns Marktstand,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-05-01,United Package,Dairy Products,Queso Manchego La Pastora,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,38.00,15,0.25
Lehmanns Marktstand,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-07-01,Speedy Express,Condiments,Genen Shouyu,Mayumi's,,Japan,15.50,25,0.05
Lehmanns Marktstand,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-07-01,Speedy Express,Confections,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,,Germany,31.23,5,0.05
Lehmanns Marktstand,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-12-01,United Package,Dairy Products,Raclette Courdavault,Gai pâturage,,France,55.00,25,0.00
Lehmanns Marktstand,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-12-01,United Package,Meat/Poultry,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,,Germany,123.79,18,0.00
Lehmanns Marktstand,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-08-01,United Package,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,31.20,15,0.25
Lehmanns Marktstand,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-05-01,United Package,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,7.45,10,0.20
Lehmanns Marktstand,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-05-01,United Package,Seafood,Boston Crab Meat,New England Seafood Cannery,MA,USA,18.40,10,0.20
Lehmanns Marktstand,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-05-01,United Package,Seafood,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,,Germany,25.89,10,0.00
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-08-01,Speedy Express,Beverages,Laughing Lumberjack Lager,Bigfoot Breweries,OR,USA,11.20,5,0.25
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-08-01,Speedy Express,Condiments,Gula Malacca,Leka Trading,,Singapore,15.50,21,0.00
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-08-01,Speedy Express,Confections,Schoggi Schokolade,Heli Süßwaren GmbH & Co. KG,,Germany,35.10,15,0.25
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-08-01,Speedy Express,Dairy Products,Camembert Pierrot,Gai pâturage,,France,27.20,20,0.25
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,Speedy Express,Beverages,Lakkalikööri,Karkki Oy,,Finland,14.40,15,0.00
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,Speedy Express,Confections,Scottish Longbreads,"Specialty Biscuits, Ltd.",,UK,10.00,4,0.05
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,Speedy Express,Grains/Cereals,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,,Germany,26.60,50,0.00
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Speedy Express,Beverages,Chai,Exotic Liquids,,UK,18.00,40,0.20
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Speedy Express,Condiments,Northwoods Cranberry Sauce,Grandma Kelly's Homestead,MI,USA,40.00,24,0.00
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Speedy Express,Seafood,Boston Crab Meat,New England Seafood Cannery,MA,USA,18.40,25,0.20
Lehmanns Marktstand,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Speedy Express,Seafood,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,,Germany,25.89,20,0.20
Lehmanns Marktstand,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,Speedy Express,Condiments,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,,Germany,10.40,25,0.00
Lehmanns Marktstand,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,Speedy Express,Dairy Products,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,,Italy,27.80,25,0.00
Lehmanns Marktstand,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,Speedy Express,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,30.40,14,0.00
Lehmanns Marktstand,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-07-01,United Package,Beverages,Lakkalikööri,Karkki Oy,,Finland,18.00,4,0.20
Lehmanns Marktstand,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-07-01,United Package,Confections,Sir Rodney's Marmalade,"Specialty Biscuits, Ltd.",,UK,81.00,21,0.20
Lehmanns Marktstand,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-07-01,United Package,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,36.00,20,0.20
Let's Stop N Shop,CA,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-10-01,United Package,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,7.45,40,0.25
Let's Stop N Shop,CA,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-10-01,United Package,Seafood,Carnarvon Tigers,"Pavlova, Ltd.",Victoria,Australia,62.50,12,0.25
Let's Stop N Shop,CA,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-10-01,United Package,Seafood,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,,Germany,25.89,3,0.25
Let's Stop N Shop,CA,USA,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-11-01,United Package,Condiments,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,,Germany,13.00,2,0.10
Let's Stop N Shop,CA,USA,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-11-01,United Package,Condiments,Sirop d'érable,Forêts d'érables,Québec,Canada,28.50,20,0.10
Let's Stop N Shop,CA,USA,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-06-01,United Package,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,7.75,21,0.00
Let's Stop N Shop,CA,USA,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-06-01,United Package,Condiments,Genen Shouyu,Mayumi's,,Japan,15.50,10,0.00
LILA-Supermercado,Lara,Venezuela,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-12-01,Speedy Express,Beverages,Outback Lager,"Pavlova, Ltd.",Victoria,Australia,15.00,35,0.00
LILA-Supermercado,Lara,Venezuela,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-12-01,Speedy Express,Condiments,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,,Germany,13.00,15,0.00
LILA-Supermercado,Lara,Venezuela,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2019-08-01,Federal Shipping,Condiments,Genen Shouyu,Mayumi's,,Japan,12.40,20,0.00
